trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,respID,qID,altID,obsID
Car | Bus | Taxi,10,60,0.05,0,5,5,5,57 - 63 minutes,192,2,3,1148
Bus | Bus | Bus,25,40,0.05,0,10,5,5,38 - 42 minutes,192,3,1,1149
Bus | Bus | Taxi,20,50,0.05,5,5,10,10,48 - 52 minutes,192,3,2,1149
Taxi | Bus,25,30,0.05,5,10,5,10,28 - 32 minutes,192,3,3,1149
Bus | Bus | Taxi,20,70,0.2,0,5,10,10,56 - 84 minutes,192,4,1,1150
Bus,30,70,0.2,5,10,10,10,56 - 84 minutes,192,4,2,1150
Taxi,20,40,0.05,5,0,5,10,38 - 42 minutes,192,4,3,1150
Taxi | Bus | Taxi,10,60,0.2,5,0,10,10,48 - 72 minutes,192,5,1,1151
Bus | Bus | Bus,10,40,0.05,10,0,10,5,38 - 42 minutes,192,5,2,1151
Taxi,20,70,0.05,10,0,5,5,66 - 74 minutes,192,5,3,1151
Taxi,25,50,0.05,0,10,10,10,48 - 52 minutes,192,6,1,1152
Car | Bus | Bus,25,40,0.2,0,0,10,5,32 - 48 minutes,192,6,2,1152
Uber/Lyft | Bus | Uber/Lyft,10,50,0.05,0,10,5,5,48 - 52 minutes,192,6,3,1152
Bus | Bus,15,30,0.2,5,5,10,10,24 - 36 minutes,193,1,1,1153
Car,25,40,0.1,10,5,10,10,36 - 44 minutes,193,1,2,1153
Bus | Bus | Uber/Lyft,10,30,0.05,5,10,5,10,28 - 32 minutes,193,1,3,1153
Car | Bus | Bus,15,60,0.1,10,10,10,5,54 - 66 minutes,193,2,1,1154
Taxi | Bus,20,70,0.05,5,0,10,5,66 - 74 minutes,193,2,2,1154
Bus | Bus | Bus,10,50,0.2,0,10,10,10,40 - 60 minutes,193,2,3,1154
Bus | Bus,15,60,0.05,0,10,5,10,57 - 63 minutes,193,3,1,1155
Uber/Lyft | Bus | Bus,15,40,0.05,10,5,10,10,38 - 42 minutes,193,3,2,1155
Car | Bus,25,50,0.1,10,0,10,5,45 - 55 minutes,193,3,3,1155
Car | Bus,10,40,0.05,10,0,5,10,38 - 42 minutes,193,4,1,1156
Uber/Lyft | Bus | Bus,10,70,0.1,5,10,10,5,63 - 77 minutes,193,4,2,1156
Taxi | Bus | Uber/Lyft,10,60,0.1,0,5,10,10,54 - 66 minutes,193,4,3,1156
Uber/Lyft | Bus,25,40,0.2,10,10,10,5,32 - 48 minutes,193,5,1,1157
Taxi | Bus | Bus,30,50,0.1,0,0,10,10,45 - 55 minutes,193,5,2,1157
Car | Bus | Uber/Lyft,30,40,0.2,5,0,10,5,32 - 48 minutes,193,5,3,1157
Uber/Lyft | Bus | Taxi,30,30,0.2,10,5,10,5,24 - 36 minutes,193,6,1,1158
Bus | Bus | Bus,30,30,0.1,5,10,10,5,27 - 33 minutes,193,6,2,1158
Uber/Lyft | Bus | Uber/Lyft,25,60,0.2,10,10,10,10,48 - 72 minutes,193,6,3,1158
Car | Bus | Uber/Lyft,25,30,0.2,0,5,5,10,24 - 36 minutes,194,1,1,1159
Car,25,40,0.1,0,5,5,10,36 - 44 minutes,194,1,2,1159
Uber/Lyft | Bus | Uber/Lyft,15,50,0.2,5,5,10,5,40 - 60 minutes,194,1,3,1159
Taxi | Bus | Bus,25,30,0.1,0,0,5,10,27 - 33 minutes,194,2,1,1160
Taxi | Bus | Uber/Lyft,15,50,0.2,0,0,5,10,40 - 60 minutes,194,2,2,1160
Car | Bus | Bus,15,50,0.05,10,0,10,5,48 - 52 minutes,194,2,3,1160
Uber/Lyft | Bus | Taxi,25,50,0.05,0,5,5,5,48 - 52 minutes,194,3,1,1161
Uber/Lyft | Bus | Taxi,15,70,0.05,5,0,5,5,66 - 74 minutes,194,3,2,1161
Bus | Bus | Taxi,25,40,0.2,0,5,10,5,32 - 48 minutes,194,3,3,1161
Uber/Lyft | Bus | Taxi,10,70,0.05,5,10,5,10,66 - 74 minutes,194,4,1,1162
Car | Bus | Bus,10,70,0.05,5,0,10,5,66 - 74 minutes,194,4,2,1162
Taxi | Bus,10,30,0.2,10,5,5,10,24 - 36 minutes,194,4,3,1162
Car | Bus | Bus,25,30,0.05,10,0,5,10,28 - 32 minutes,194,5,1,1163
Taxi | Bus,10,50,0.05,10,10,5,5,48 - 52 minutes,194,5,2,1163
Taxi,30,60,0.05,0,5,5,5,57 - 63 minutes,194,5,3,1163
Uber/Lyft | Bus | Uber/Lyft,10,30,0.2,5,0,5,10,24 - 36 minutes,194,6,1,1164
Taxi | Bus | Taxi,20,70,0.05,10,10,5,10,66 - 74 minutes,194,6,2,1164
Uber/Lyft | Bus | Taxi,15,70,0.1,5,5,10,10,63 - 77 minutes,194,6,3,1164
Uber/Lyft | Bus | Taxi,10,40,0.1,10,0,5,5,36 - 44 minutes,195,1,1,1165
Bus | Bus,20,60,0.1,10,0,10,5,54 - 66 minutes,195,1,2,1165
Bus | Bus | Taxi,25,40,0.1,0,10,5,10,36 - 44 minutes,195,1,3,1165
Uber/Lyft | Bus | Taxi,30,70,0.05,5,5,5,10,66 - 74 minutes,195,2,1,1166
Car,30,40,0.05,5,5,10,10,38 - 42 minutes,195,2,2,1166
Bus | Bus | Uber/Lyft,30,40,0.2,5,10,10,10,32 - 48 minutes,195,2,3,1166
Bus | Bus | Uber/Lyft,30,60,0.2,0,0,5,5,48 - 72 minutes,195,3,1,1167
Bus | Bus | Bus,20,70,0.2,5,5,5,10,56 - 84 minutes,195,3,2,1167
Bus | Bus | Uber/Lyft,10,40,0.1,5,10,10,5,36 - 44 minutes,195,3,3,1167
Car | Bus | Bus,25,70,0.2,0,5,5,5,56 - 84 minutes,195,4,1,1168
Bus | Bus | Taxi,10,70,0.1,0,10,5,5,63 - 77 minutes,195,4,2,1168
Car,30,70,0.2,5,5,5,5,56 - 84 minutes,195,4,3,1168
Taxi,10,70,0.05,5,5,5,5,66 - 74 minutes,195,5,1,1169
Taxi | Bus | Taxi,20,70,0.05,0,10,5,10,66 - 74 minutes,195,5,2,1169
Taxi | Bus | Bus,15,50,0.2,5,5,5,5,40 - 60 minutes,195,5,3,1169
Bus | Bus | Uber/Lyft,20,40,0.2,0,5,5,10,32 - 48 minutes,195,6,1,1170
Bus | Bus | Uber/Lyft,15,40,0.05,0,5,5,5,38 - 42 minutes,195,6,2,1170
Car | Bus | Bus,15,60,0.05,5,5,5,10,57 - 63 minutes,195,6,3,1170
Taxi | Bus,10,40,0.05,0,5,5,10,38 - 42 minutes,196,1,1,1171
Car,15,70,0.05,0,10,5,5,66 - 74 minutes,196,1,2,1171
Bus | Bus | Uber/Lyft,15,70,0.05,0,5,5,5,66 - 74 minutes,196,1,3,1171
Car | Bus,10,40,0.2,0,10,5,5,32 - 48 minutes,196,2,1,1172
Car | Bus | Bus,10,60,0.05,5,10,10,5,57 - 63 minutes,196,2,2,1172
Taxi | Bus,25,50,0.1,0,10,10,5,45 - 55 minutes,196,2,3,1172
Uber/Lyft | Bus,30,70,0.05,10,0,5,10,66 - 74 minutes,196,3,1,1173
Uber/Lyft | Bus | Taxi,15,40,0.05,0,10,10,5,38 - 42 minutes,196,3,2,1173
Car | Bus | Taxi,20,70,0.05,0,5,5,10,66 - 74 minutes,196,3,3,1173
Taxi | Bus | Taxi,25,50,0.2,5,10,10,10,40 - 60 minutes,196,4,1,1174
Uber/Lyft | Bus | Taxi,10,70,0.1,10,10,5,5,63 - 77 minutes,196,4,2,1174
Car,15,40,0.1,10,5,5,10,36 - 44 minutes,196,4,3,1174
Uber/Lyft | Bus | Taxi,15,50,0.05,10,5,5,10,48 - 52 minutes,196,5,1,1175
Uber/Lyft | Bus,25,40,0.05,0,5,5,5,38 - 42 minutes,196,5,2,1175
Bus | Bus | Taxi,15,50,0.05,0,10,10,10,48 - 52 minutes,196,5,3,1175
Bus | Bus | Uber/Lyft,20,70,0.1,5,0,10,10,63 - 77 minutes,196,6,1,1176
Car | Bus,20,50,0.05,10,10,10,10,48 - 52 minutes,196,6,2,1176
Uber/Lyft | Bus | Uber/Lyft,20,30,0.05,5,0,5,5,28 - 32 minutes,196,6,3,1176
Car | Bus | Uber/Lyft,10,60,0.1,10,10,5,10,54 - 66 minutes,197,1,1,1177
Bus | Bus,15,60,0.2,5,5,5,10,48 - 72 minutes,197,1,2,1177
Car,10,70,0.2,0,0,5,10,56 - 84 minutes,197,1,3,1177
Car | Bus | Taxi,20,40,0.2,5,5,10,5,32 - 48 minutes,197,2,1,1178
Car | Bus | Bus,10,30,0.05,10,0,5,10,28 - 32 minutes,197,2,2,1178
Taxi | Bus | Bus,30,50,0.05,5,10,5,5,48 - 52 minutes,197,2,3,1178
Taxi | Bus | Bus,15,60,0.2,5,5,5,10,48 - 72 minutes,197,3,1,1179
Car | Bus,15,70,0.2,5,10,5,10,56 - 84 minutes,197,3,2,1179
Uber/Lyft | Bus | Bus,25,70,0.05,10,5,10,5,66 - 74 minutes,197,3,3,1179
Uber/Lyft | Bus | Taxi,30,40,0.2,5,10,10,10,32 - 48 minutes,197,4,1,1180
Taxi | Bus | Uber/Lyft,30,50,0.2,0,0,5,5,40 - 60 minutes,197,4,2,1180
Car | Bus | Bus,25,50,0.1,10,0,5,10,45 - 55 minutes,197,4,3,1180
Uber/Lyft | Bus | Bus,15,40,0.1,5,10,10,5,36 - 44 minutes,197,5,1,1181
Taxi | Bus,25,50,0.2,5,10,5,5,40 - 60 minutes,197,5,2,1181
Uber/Lyft,20,70,0.1,10,10,5,10,63 - 77 minutes,197,5,3,1181
Taxi | Bus | Bus,25,70,0.2,0,5,5,5,56 - 84 minutes,197,6,1,1182
Uber/Lyft,30,50,0.05,10,10,10,5,48 - 52 minutes,197,6,2,1182
Bus | Bus,20,70,0.1,0,10,5,5,63 - 77 minutes,197,6,3,1182
Car | Bus,15,40,0.1,10,10,10,10,36 - 44 minutes,198,1,1,1183
Taxi,30,30,0.05,5,10,5,5,28 - 32 minutes,198,1,2,1183
Car | Bus,15,50,0.05,10,5,10,10,48 - 52 minutes,198,1,3,1183
Car | Bus | Bus,15,30,0.05,5,10,5,10,28 - 32 minutes,198,2,1,1184
Taxi | Bus,20,60,0.1,10,5,10,5,54 - 66 minutes,198,2,2,1184
Car | Bus,20,30,0.2,0,5,10,10,24 - 36 minutes,198,2,3,1184
Car | Bus | Taxi,15,40,0.05,10,5,10,10,38 - 42 minutes,198,3,1,1185
Car | Bus,15,30,0.05,10,0,10,5,28 - 32 minutes,198,3,2,1185
Uber/Lyft | Bus | Uber/Lyft,25,60,0.1,10,10,5,5,54 - 66 minutes,198,3,3,1185
Uber/Lyft | Bus | Taxi,10,70,0.2,5,0,5,5,56 - 84 minutes,198,4,1,1186
Uber/Lyft,20,60,0.1,0,5,10,10,54 - 66 minutes,198,4,2,1186
Taxi | Bus,15,70,0.2,10,0,10,10,56 - 84 minutes,198,4,3,1186
Bus | Bus | Bus,30,40,0.05,5,0,5,5,38 - 42 minutes,198,5,1,1187
Uber/Lyft,30,40,0.1,10,10,10,10,36 - 44 minutes,198,5,2,1187
Bus | Bus,20,40,0.05,5,10,5,5,38 - 42 minutes,198,5,3,1187
Uber/Lyft | Bus | Bus,10,40,0.05,5,0,10,5,38 - 42 minutes,198,6,1,1188
Uber/Lyft | Bus,25,30,0.05,0,0,5,10,28 - 32 minutes,198,6,2,1188
Bus | Bus,25,30,0.2,10,0,5,10,24 - 36 minutes,198,6,3,1188
Car | Bus,25,50,0.2,5,0,5,5,40 - 60 minutes,199,1,1,1189
Car | Bus | Taxi,30,50,0.1,0,0,5,5,45 - 55 minutes,199,1,2,1189
Car | Bus | Taxi,15,60,0.05,0,0,10,5,57 - 63 minutes,199,1,3,1189
Car,15,40,0.05,10,10,5,10,38 - 42 minutes,199,2,1,1190
Taxi,30,40,0.05,5,0,5,5,38 - 42 minutes,199,2,2,1190
Car | Bus | Taxi,30,40,0.05,0,10,10,5,38 - 42 minutes,199,2,3,1190
Taxi,20,60,0.2,0,5,10,10,48 - 72 minutes,199,3,1,1191
Bus | Bus | Taxi,20,30,0.2,0,10,5,5,24 - 36 minutes,199,3,2,1191
Taxi | Bus | Bus,15,30,0.2,5,10,10,5,24 - 36 minutes,199,3,3,1191
Uber/Lyft,10,50,0.1,10,10,10,5,45 - 55 minutes,199,4,1,1192
Bus | Bus | Uber/Lyft,10,30,0.1,0,10,5,10,27 - 33 minutes,199,4,2,1192
Car | Bus | Taxi,30,30,0.1,0,5,5,10,27 - 33 minutes,199,4,3,1192
Uber/Lyft | Bus,20,50,0.05,5,0,5,5,48 - 52 minutes,199,5,1,1193
Bus | Bus | Taxi,25,70,0.1,5,0,10,10,63 - 77 minutes,199,5,2,1193
Uber/Lyft | Bus | Uber/Lyft,10,50,0.1,0,5,10,10,45 - 55 minutes,199,5,3,1193
Car | Bus | Uber/Lyft,10,50,0.05,10,5,5,10,48 - 52 minutes,199,6,1,1194
Car | Bus | Bus,10,50,0.2,5,0,5,10,40 - 60 minutes,199,6,2,1194
Uber/Lyft | Bus | Taxi,25,50,0.05,5,10,10,5,48 - 52 minutes,199,6,3,1194
Taxi | Bus | Bus,15,50,0.05,0,0,10,5,48 - 52 minutes,200,1,1,1195
Taxi,30,30,0.1,5,0,10,10,27 - 33 minutes,200,1,2,1195
Bus | Bus | Uber/Lyft,20,70,0.2,0,5,10,10,56 - 84 minutes,200,1,3,1195
Bus,30,50,0.1,0,0,5,5,45 - 55 minutes,200,2,1,1196
Taxi,30,40,0.2,10,0,5,10,32 - 48 minutes,200,2,2,1196
Uber/Lyft,20,50,0.1,0,0,10,10,45 - 55 minutes,200,2,3,1196
Bus | Bus | Bus,15,60,0.05,5,10,5,5,57 - 63 minutes,200,3,1,1197
Car | Bus,30,60,0.05,10,5,5,5,57 - 63 minutes,200,3,2,1197
Car | Bus | Uber/Lyft,25,50,0.05,10,10,10,5,48 - 52 minutes,200,3,3,1197
Taxi | Bus | Uber/Lyft,30,50,0.05,0,0,10,10,48 - 52 minutes,200,4,1,1198
Car,30,40,0.2,5,10,5,5,32 - 48 minutes,200,4,2,1198
Car,30,40,0.2,10,0,5,5,32 - 48 minutes,200,4,3,1198
Taxi | Bus | Bus,15,70,0.05,5,10,10,10,66 - 74 minutes,200,5,1,1199
Taxi,10,60,0.1,0,0,5,5,54 - 66 minutes,200,5,2,1199
Taxi | Bus | Taxi,15,40,0.2,0,10,10,5,32 - 48 minutes,200,5,3,1199
Car | Bus,15,50,0.05,10,10,10,10,48 - 52 minutes,200,6,1,1200
Car,10,70,0.2,10,5,5,10,56 - 84 minutes,200,6,2,1200
Bus | Bus | Taxi,20,30,0.1,10,0,5,10,27 - 33 minutes,200,6,3,1200
Uber/Lyft | Bus | Taxi,10,70,0.05,0,0,5,5,66 - 74 minutes,201,1,1,1201
Bus | Bus | Uber/Lyft,25,40,0.05,10,0,5,10,38 - 42 minutes,201,1,2,1201
Bus | Bus | Taxi,15,30,0.2,0,5,5,5,24 - 36 minutes,201,1,3,1201
Car | Bus | Uber/Lyft,15,50,0.05,0,10,10,5,48 - 52 minutes,201,2,1,1202
Taxi | Bus | Taxi,30,40,0.2,0,5,5,5,32 - 48 minutes,201,2,2,1202
Taxi | Bus | Uber/Lyft,20,30,0.2,0,0,5,5,24 - 36 minutes,201,2,3,1202
Taxi | Bus | Uber/Lyft,30,30,0.2,10,0,5,5,24 - 36 minutes,201,3,1,1203
Taxi | Bus | Bus,20,60,0.05,10,10,10,10,57 - 63 minutes,201,3,2,1203
Bus | Bus | Taxi,15,40,0.05,10,0,10,10,38 - 42 minutes,201,3,3,1203
Bus,25,70,0.2,10,5,10,5,56 - 84 minutes,201,4,1,1204
Car | Bus,20,60,0.05,5,10,5,5,57 - 63 minutes,201,4,2,1204
Car | Bus,10,70,0.1,10,10,10,10,63 - 77 minutes,201,4,3,1204
Taxi | Bus,20,70,0.05,0,5,10,10,66 - 74 minutes,201,5,1,1205
Car | Bus | Taxi,30,30,0.05,5,10,5,5,28 - 32 minutes,201,5,2,1205
Bus | Bus | Uber/Lyft,15,60,0.1,10,10,5,5,54 - 66 minutes,201,5,3,1205
Bus | Bus | Taxi,25,30,0.2,5,10,10,5,24 - 36 minutes,201,6,1,1206
Bus | Bus | Bus,30,50,0.2,10,10,5,10,40 - 60 minutes,201,6,2,1206
Taxi | Bus | Bus,30,30,0.1,0,10,10,10,27 - 33 minutes,201,6,3,1206
Bus | Bus,25,50,0.1,10,5,10,5,45 - 55 minutes,202,1,1,1207
Uber/Lyft | Bus | Taxi,10,40,0.2,5,10,10,10,32 - 48 minutes,202,1,2,1207
Car | Bus | Bus,30,60,0.1,10,5,10,5,54 - 66 minutes,202,1,3,1207
Taxi | Bus | Bus,20,70,0.05,10,10,10,5,66 - 74 minutes,202,2,1,1208
Car,25,50,0.1,10,5,5,5,45 - 55 minutes,202,2,2,1208
Bus,25,40,0.05,0,10,5,10,38 - 42 minutes,202,2,3,1208
Car | Bus | Bus,10,60,0.2,0,5,5,5,48 - 72 minutes,202,3,1,1209
Uber/Lyft | Bus | Taxi,30,70,0.1,10,10,10,10,63 - 77 minutes,202,3,2,1209
Car | Bus | Uber/Lyft,30,70,0.1,10,10,10,5,63 - 77 minutes,202,3,3,1209
Taxi | Bus | Bus,10,60,0.2,0,5,10,5,48 - 72 minutes,202,4,1,1210
Bus,30,50,0.1,10,0,5,10,45 - 55 minutes,202,4,2,1210
Taxi | Bus | Uber/Lyft,15,30,0.1,0,0,5,10,27 - 33 minutes,202,4,3,1210
Car | Bus | Uber/Lyft,20,60,0.05,0,10,5,10,57 - 63 minutes,202,5,1,1211
Taxi | Bus | Taxi,25,30,0.2,10,5,10,5,24 - 36 minutes,202,5,2,1211
Taxi | Bus | Uber/Lyft,30,40,0.1,10,10,10,10,36 - 44 minutes,202,5,3,1211
Taxi | Bus | Bus,15,70,0.2,10,0,5,5,56 - 84 minutes,202,6,1,1212
Bus,25,70,0.2,5,10,5,10,56 - 84 minutes,202,6,2,1212
Car | Bus,20,50,0.2,5,5,5,10,40 - 60 minutes,202,6,3,1212
Car | Bus,10,60,0.05,5,0,5,10,57 - 63 minutes,203,1,1,1213
Bus | Bus,15,50,0.1,0,0,5,5,45 - 55 minutes,203,1,2,1213
Taxi | Bus | Uber/Lyft,25,30,0.05,0,5,10,10,28 - 32 minutes,203,1,3,1213
Uber/Lyft | Bus,30,40,0.2,10,0,5,10,32 - 48 minutes,203,2,1,1214
Uber/Lyft | Bus | Bus,10,40,0.05,0,0,10,5,38 - 42 minutes,203,2,2,1214
Uber/Lyft,20,30,0.05,10,10,5,10,28 - 32 minutes,203,2,3,1214
Bus | Bus | Taxi,25,70,0.1,0,10,5,10,63 - 77 minutes,203,3,1,1215
Uber/Lyft,15,30,0.2,0,5,5,5,24 - 36 minutes,203,3,2,1215
Car | Bus | Bus,20,60,0.05,10,5,5,5,57 - 63 minutes,203,3,3,1215
Uber/Lyft | Bus,25,30,0.05,10,5,5,5,28 - 32 minutes,203,4,1,1216
Car | Bus | Taxi,20,30,0.2,10,0,5,5,24 - 36 minutes,203,4,2,1216
Car | Bus | Uber/Lyft,20,30,0.2,5,0,5,10,24 - 36 minutes,203,4,3,1216
Bus | Bus | Bus,30,70,0.05,5,10,5,10,66 - 74 minutes,203,5,1,1217
Taxi | Bus | Bus,20,60,0.05,5,0,5,5,57 - 63 minutes,203,5,2,1217
Bus | Bus,15,60,0.2,10,10,10,5,48 - 72 minutes,203,5,3,1217
Bus | Bus | Uber/Lyft,30,30,0.05,10,10,10,10,28 - 32 minutes,203,6,1,1218
Bus | Bus | Uber/Lyft,15,50,0.05,5,5,5,5,48 - 52 minutes,203,6,2,1218
Uber/Lyft | Bus | Bus,10,50,0.2,10,10,10,10,40 - 60 minutes,203,6,3,1218
Uber/Lyft | Bus | Bus,10,30,0.1,5,0,10,5,27 - 33 minutes,204,1,1,1219
Car | Bus | Taxi,20,50,0.05,10,10,10,5,48 - 52 minutes,204,1,2,1219
Uber/Lyft | Bus | Uber/Lyft,25,40,0.05,10,0,5,5,38 - 42 minutes,204,1,3,1219
Car | Bus | Taxi,25,70,0.2,10,5,5,10,56 - 84 minutes,204,2,1,1220
Taxi,30,60,0.2,5,5,5,10,48 - 72 minutes,204,2,2,1220
Uber/Lyft | Bus | Uber/Lyft,25,30,0.2,10,5,10,5,24 - 36 minutes,204,2,3,1220
Taxi,25,30,0.05,5,5,5,5,28 - 32 minutes,204,3,1,1221
Car | Bus,30,50,0.2,0,5,5,10,40 - 60 minutes,204,3,2,1221
Uber/Lyft | Bus,25,50,0.2,0,5,5,10,40 - 60 minutes,204,3,3,1221
Car | Bus | Bus,15,70,0.2,0,10,10,5,56 - 84 minutes,204,4,1,1222
Bus | Bus | Uber/Lyft,20,70,0.1,0,0,10,5,63 - 77 minutes,204,4,2,1222
Bus | Bus | Uber/Lyft,20,40,0.2,10,5,5,5,32 - 48 minutes,204,4,3,1222
Bus | Bus,20,60,0.2,5,5,5,10,48 - 72 minutes,204,5,1,1223
Bus | Bus,25,70,0.05,10,10,5,5,66 - 74 minutes,204,5,2,1223
Uber/Lyft | Bus,10,50,0.1,0,10,5,5,45 - 55 minutes,204,5,3,1223
Car,20,50,0.05,5,0,10,10,48 - 52 minutes,204,6,1,1224
Uber/Lyft | Bus | Bus,25,30,0.05,5,5,5,5,28 - 32 minutes,204,6,2,1224
Car,30,70,0.05,0,5,10,10,66 - 74 minutes,204,6,3,1224
Uber/Lyft | Bus,20,70,0.2,10,5,5,10,56 - 84 minutes,205,1,1,1225
Car | Bus | Uber/Lyft,15,50,0.05,5,10,10,10,48 - 52 minutes,205,1,2,1225
Car | Bus | Bus,10,50,0.2,5,10,5,5,40 - 60 minutes,205,1,3,1225
Car | Bus | Bus,30,40,0.2,0,10,5,5,32 - 48 minutes,205,2,1,1226
Bus | Bus | Taxi,25,30,0.05,5,10,5,10,28 - 32 minutes,205,2,2,1226
Uber/Lyft | Bus | Bus,20,60,0.2,0,0,10,10,48 - 72 minutes,205,2,3,1226
Bus | Bus | Taxi,10,40,0.1,5,10,10,5,36 - 44 minutes,205,3,1,1227
Car | Bus | Uber/Lyft,10,60,0.05,10,0,10,10,57 - 63 minutes,205,3,2,1227
Uber/Lyft | Bus,25,30,0.05,5,0,5,5,28 - 32 minutes,205,3,3,1227
Car,20,60,0.2,10,5,10,5,48 - 72 minutes,205,4,1,1228
Bus | Bus | Taxi,20,30,0.2,10,10,5,10,24 - 36 minutes,205,4,2,1228
Uber/Lyft | Bus | Taxi,15,70,0.05,10,5,10,5,66 - 74 minutes,205,4,3,1228
Taxi | Bus | Uber/Lyft,20,40,0.1,0,10,10,5,36 - 44 minutes,205,5,1,1229
Bus,25,50,0.1,0,5,10,5,45 - 55 minutes,205,5,2,1229
Car | Bus,15,30,0.2,5,10,5,10,24 - 36 minutes,205,5,3,1229
Uber/Lyft,25,50,0.05,5,10,10,10,48 - 52 minutes,205,6,1,1230
Bus | Bus | Uber/Lyft,30,70,0.05,10,5,10,10,66 - 74 minutes,205,6,2,1230
Uber/Lyft | Bus | Uber/Lyft,30,40,0.2,0,10,10,5,32 - 48 minutes,205,6,3,1230
Bus,25,60,0.05,5,10,10,10,57 - 63 minutes,206,1,1,1231
Bus,20,50,0.2,5,5,10,10,40 - 60 minutes,206,1,2,1231
Taxi | Bus | Bus,30,40,0.1,10,10,5,10,36 - 44 minutes,206,1,3,1231
Uber/Lyft,10,50,0.2,0,5,10,5,40 - 60 minutes,206,2,1,1232
Taxi | Bus | Taxi,15,50,0.1,0,5,5,5,45 - 55 minutes,206,2,2,1232
Uber/Lyft | Bus | Bus,15,60,0.2,5,0,10,5,48 - 72 minutes,206,2,3,1232
Uber/Lyft | Bus | Bus,25,40,0.1,5,10,5,10,36 - 44 minutes,206,3,1,1233
Taxi | Bus | Taxi,30,60,0.2,0,10,10,10,48 - 72 minutes,206,3,2,1233
Taxi | Bus | Uber/Lyft,25,70,0.1,10,10,10,10,63 - 77 minutes,206,3,3,1233
Uber/Lyft | Bus | Taxi,10,60,0.2,5,10,5,5,48 - 72 minutes,206,4,1,1234
Car | Bus,25,50,0.2,5,0,10,5,40 - 60 minutes,206,4,2,1234
Bus | Bus,15,50,0.1,5,0,5,5,45 - 55 minutes,206,4,3,1234
Car | Bus | Uber/Lyft,25,50,0.1,0,0,10,10,45 - 55 minutes,206,5,1,1235
Uber/Lyft | Bus,25,50,0.1,0,5,10,10,45 - 55 minutes,206,5,2,1235
Car | Bus | Taxi,15,30,0.05,0,5,5,10,28 - 32 minutes,206,5,3,1235
Taxi | Bus | Taxi,20,40,0.05,5,10,5,10,38 - 42 minutes,206,6,1,1236
Taxi | Bus | Bus,10,30,0.1,5,0,10,10,27 - 33 minutes,206,6,2,1236
Bus | Bus | Bus,15,30,0.05,5,0,5,10,28 - 32 minutes,206,6,3,1236
Uber/Lyft | Bus | Taxi,25,40,0.2,0,10,5,10,32 - 48 minutes,207,1,1,1237
Car | Bus | Taxi,20,50,0.1,10,0,10,10,45 - 55 minutes,207,1,2,1237
Bus | Bus | Uber/Lyft,25,60,0.1,5,0,10,10,54 - 66 minutes,207,1,3,1237
Bus | Bus,15,40,0.2,0,0,10,10,32 - 48 minutes,207,2,1,1238
Uber/Lyft | Bus | Taxi,30,60,0.1,5,0,10,10,54 - 66 minutes,207,2,2,1238
Uber/Lyft,15,40,0.05,10,5,10,10,38 - 42 minutes,207,2,3,1238
Taxi | Bus | Taxi,15,40,0.2,5,10,5,10,32 - 48 minutes,207,3,1,1239
Car | Bus,25,50,0.05,5,10,10,5,48 - 52 minutes,207,3,2,1239
Taxi | Bus,30,60,0.2,10,5,10,5,48 - 72 minutes,207,3,3,1239
Bus | Bus | Taxi,30,30,0.1,0,5,5,5,27 - 33 minutes,207,4,1,1240
Taxi | Bus,15,40,0.1,0,5,10,5,36 - 44 minutes,207,4,2,1240
Car | Bus | Uber/Lyft,30,30,0.2,10,0,5,5,24 - 36 minutes,207,4,3,1240
Taxi,10,60,0.05,10,0,5,5,57 - 63 minutes,207,5,1,1241
Taxi | Bus | Bus,25,50,0.05,5,5,10,10,48 - 52 minutes,207,5,2,1241
Uber/Lyft,25,60,0.05,5,10,10,10,57 - 63 minutes,207,5,3,1241
Bus | Bus | Bus,20,70,0.05,10,0,5,10,66 - 74 minutes,207,6,1,1242
Uber/Lyft,20,60,0.05,0,10,5,5,57 - 63 minutes,207,6,2,1242
Uber/Lyft,15,70,0.05,10,0,10,5,66 - 74 minutes,207,6,3,1242
Uber/Lyft | Bus | Taxi,20,60,0.2,5,10,5,10,48 - 72 minutes,208,1,1,1243
Bus,30,40,0.1,10,10,5,5,36 - 44 minutes,208,1,2,1243
Uber/Lyft | Bus,30,30,0.05,0,0,10,5,28 - 32 minutes,208,1,3,1243
Taxi,10,70,0.2,0,5,10,5,56 - 84 minutes,208,2,1,1244
Uber/Lyft | Bus,10,30,0.05,0,0,5,10,28 - 32 minutes,208,2,2,1244
Bus | Bus | Bus,20,50,0.2,5,0,10,10,40 - 60 minutes,208,2,3,1244
Taxi | Bus | Bus,10,40,0.1,10,0,5,10,36 - 44 minutes,208,3,1,1245
Taxi | Bus | Bus,25,70,0.1,0,0,10,5,63 - 77 minutes,208,3,2,1245
Bus | Bus | Bus,30,40,0.05,5,5,10,10,38 - 42 minutes,208,3,3,1245
Uber/Lyft,10,40,0.2,10,5,5,10,32 - 48 minutes,208,4,1,1246
Car | Bus | Uber/Lyft,20,40,0.2,10,5,10,10,32 - 48 minutes,208,4,2,1246
Uber/Lyft | Bus | Taxi,30,50,0.2,0,10,10,5,40 - 60 minutes,208,4,3,1246
Bus | Bus | Uber/Lyft,15,60,0.1,10,0,5,10,54 - 66 minutes,208,5,1,1247
