leg1Mode,leg2Mode,leg3Mode,price,expressFee,leg1Time,leg2Time,leg3Time,transfer1Time,transfer2Time,transfer3Time,tripTimeUnc,numLegs,lastLegMode,trip,carInTrip,expressInTrip,walkInTrip,busInTrip,taxiInTrip,uberInTrip,priceOrig,totalLegTime,totalWaitTime,totalTripTime,tripTimeMax,tripTimeRange,rowID,respID,qID,altID,obsID
Uber/Lyft,Bus,None,15,0,10,10,0,10,5,0,0.1,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,20,15,35,39,35 - 39 minutes,28614,27,3,1,159
Taxi,Bus,Walk,20,0,20,10,15,2,5,0,0.2,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,45,7,52,63,52 - 63 minutes,46990,27,3,2,159
Bus,Walk,Taxi,20,0,20,10,15,2,0,10,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,45,12,57,60,57 - 60 minutes,16883,27,3,3,159
Walk,Bus,Taxi,10,0,15,15,10,0,5,5,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,40,10,50,53,50 - 53 minutes,15345,27,4,1,160
Walk,Bus,Taxi,20,0,15,20,20,0,5,5,0.2,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,55,10,65,78,65 - 78 minutes,54932,27,4,2,160
Bus,Bus,Bus,5,0,15,10,20,10,10,2,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,45,22,67,81,67 - 81 minutes,52727,27,4,3,160
Uber/Lyft,None,None,10,0,10,0,0,10,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10,10,20,22,20 - 22 minutes,24370,27,5,1,161
Bus,Bus,Bus,5,0,25,20,20,10,2,2,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,65,14,79,83,79 - 83 minutes,6161,27,5,2,161
Taxi,Walk,None,15,0,20,15,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,15,35,10,45,50,45 - 50 minutes,24908,27,5,3,161
Bus,Walk,Bus,10,0,10,15,10,2,0,2,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,35,4,39,43,39 - 43 minutes,20875,27,6,1,162
Bus,Walk,Uber/Lyft,20,0,10,15,10,10,0,10,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,35,20,55,66,55 - 66 minutes,57229,27,6,2,162
"Car:
Express",Walk,None,10,5,15,10,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,25,0,25,30,25 - 30 minutes,39542,27,6,3,162
Car,None,None,40,15,30,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,30,0,30,33,30 - 33 minutes,20694,28,1,1,163
Uber/Lyft,Bus,None,30,0,30,10,0,2,2,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,40,4,44,53,44 - 53 minutes,40257,28,1,2,163
Taxi,Bus,Walk,10,0,15,10,15,5,5,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,40,10,50,53,50 - 53 minutes,8687,28,1,3,163
Bus,Walk,Taxi,30,0,25,10,10,2,0,10,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,45,12,57,69,57 - 69 minutes,55944,28,2,1,164
Car,None,None,15,10,10,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,10,0,10,11,10 - 11 minutes,146,28,2,2,164
Uber/Lyft,None,None,10,0,25,0,0,10,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,25,10,35,42,35 - 42 minutes,44251,28,2,3,164
Car,None,None,40,15,40,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,40,0,40,48,40 - 48 minutes,40467,28,3,1,165
"Car:
Express",None,None,40,15,25,0,0,0,0,0,0.05,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,25,25,0,25,27,25 - 27 minutes,844,28,3,2,165
Taxi,Bus,Walk,20,0,10,15,10,5,10,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,20,35,15,50,56,50 - 56 minutes,31602,28,3,3,165
Bus,None,None,2,0,10,0,0,10,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,10,10,20,22,20 - 22 minutes,24358,28,4,1,166
Bus,Walk,Uber/Lyft,10,0,20,10,20,10,0,10,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,50,20,70,84,70 - 84 minutes,57525,28,4,2,166
Walk,Bus,Bus,2,0,15,20,15,0,10,2,0.05,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,50,12,62,66,62 - 66 minutes,11532,28,4,3,166
Car,None,None,30,15,25,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,25,0,25,30,25 - 30 minutes,40125,28,5,1,167
Uber/Lyft,None,None,20,0,15,0,0,5,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20,15,5,20,22,20 - 22 minutes,23023,28,5,2,167
"Car:
Express",Walk,None,15,5,10,10,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,20,0,20,24,20 - 24 minutes,39342,28,5,3,167
Taxi,None,None,20,0,10,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,2,12,15,12 - 15 minutes,39375,28,6,1,168
Car,None,None,30,5,25,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,25,0,25,27,25 - 27 minutes,737,28,6,2,168
Walk,Bus,Bus,10,0,15,10,20,0,10,10,0.1,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,45,20,65,72,65 - 72 minutes,38925,28,6,3,168
Bus,Uber/Lyft,None,20,0,15,10,0,5,2,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,20,25,7,32,36,32 - 36 minutes,23025,29,1,1,169
Car,None,None,20,5,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,0,15,17,15 - 17 minutes,19932,29,1,2,169
Car,Bus,None,45,15,15,10,0,0,2,0,0.05,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,30,25,2,27,29,27 - 29 minutes,443,29,1,3,169
Car,None,None,45,15,20,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,0,20,22,20 - 22 minutes,20292,29,2,1,170
Uber/Lyft,None,None,30,0,30,0,0,10,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30,30,10,40,44,40 - 44 minutes,24736,29,2,2,170
Uber/Lyft,Walk,None,25,0,25,15,0,5,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,40,5,45,48,45 - 48 minutes,3890,29,2,3,170
Walk,Bus,Bus,10,0,15,10,15,0,5,5,0.05,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,40,10,50,53,50 - 53 minutes,15429,29,3,1,171
"Car:
Express",None,None,15,10,25,0,0,0,0,0,0.05,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,25,0,25,27,25 - 27 minutes,778,29,3,2,171
Taxi,Walk,None,25,0,10,15,0,10,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,25,10,35,37,35 - 37 minutes,5151,29,3,3,171
Uber/Lyft,Bus,Walk,20,0,20,15,15,5,2,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,50,7,57,60,57 - 60 minutes,4388,29,4,1,172
Uber/Lyft,Walk,None,10,0,15,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10,30,10,40,42,40 - 42 minutes,5181,29,4,2,172
"Car:
Express",Walk,None,10,5,40,15,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,55,0,55,58,55 - 58 minutes,1975,29,4,3,172
Bus,Walk,None,2,0,20,10,0,10,0,0,0.1,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,30,10,40,44,40 - 44 minutes,24516,29,5,1,173
Taxi,Bus,Walk,30,0,15,10,10,10,10,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,35,20,55,61,55 - 61 minutes,32328,29,5,2,173
Uber/Lyft,Bus,Walk,30,0,30,20,15,10,2,0,0.2,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,65,12,77,93,77 - 93 minutes,45283,29,5,3,173
Uber/Lyft,Bus,Walk,15,0,20,20,15,10,10,0,0.1,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,15,55,20,75,83,75 - 83 minutes,33036,29,6,1,174
Taxi,None,None,25,0,10,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,10,20,21,20 - 21 minutes,4766,29,6,2,174
Uber/Lyft,None,None,15,0,10,0,0,5,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,10,5,15,18,15 - 18 minutes,42580,29,6,3,174
Bus,None,None,5,0,30,0,0,10,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,30,10,40,44,40 - 44 minutes,24676,30,1,1,175
Car,None,None,25,10,30,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,30,0,30,33,30 - 33 minutes,20640,30,1,2,175
Car,None,None,35,15,25,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,25,0,25,28,25 - 28 minutes,20484,30,1,3,175
Car,Walk,None,40,15,20,15,0,0,0,0,0.1,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,25,35,0,35,39,35 - 39 minutes,21311,30,2,1,176
Bus,Walk,Bus,10,0,20,10,10,5,0,10,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,40,15,55,61,55 - 61 minutes,37006,30,2,2,176
Car,None,None,10,5,25,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,25,0,25,30,25 - 30 minutes,39958,30,2,3,176
Taxi,Walk,None,20,0,30,15,0,5,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20,45,5,50,53,50 - 53 minutes,3946,30,3,1,177
Bus,Walk,Taxi,25,0,25,10,20,2,0,5,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,55,7,62,75,62 - 75 minutes,53361,30,3,2,177
"Car:
Express",None,None,10,5,20,0,0,0,0,0,0.05,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,20,0,20,21,20 - 21 minutes,461,30,3,3,177
Bus,Bus,Bus,10,0,10,20,20,10,5,2,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,50,17,67,81,67 - 81 minutes,49101,30,4,1,178
Taxi,Bus,Walk,10,0,25,20,10,5,10,0,0.2,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,55,15,70,84,70 - 84 minutes,51548,30,4,2,178
Bus,Walk,Uber/Lyft,20,0,15,15,15,5,0,5,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,45,10,55,61,55 - 61 minutes,34161,30,4,3,178
"Car:
Express",Walk,None,35,5,40,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,55,0,55,66,55 - 66 minutes,41289,30,5,1,179
Walk,Bus,None,2,0,15,15,0,0,10,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,30,10,40,48,40 - 48 minutes,49700,30,5,2,179
Car,None,None,35,15,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,15,0,15,17,15 - 17 minutes,20076,30,5,3,179
Car,Bus,None,10,5,25,15,0,0,2,0,0.1,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,40,2,42,47,42 - 47 minutes,21327,30,6,1,180
Bus,Bus,Bus,5,0,30,20,20,2,2,2,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,70,6,76,92,76 - 92 minutes,42548,30,6,2,180
Bus,Bus,Walk,2,0,10,20,10,2,10,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,40,12,52,58,52 - 58 minutes,30443,30,6,3,180
Uber/Lyft,None,None,30,0,15,0,0,10,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30,15,10,25,28,25 - 28 minutes,24502,31,1,1,181
Uber/Lyft,Bus,Walk,15,0,10,10,15,10,2,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,15,35,12,47,50,47 - 50 minutes,5636,31,1,2,181
"Car:
Express",Bus,None,10,5,30,15,0,0,5,0,0.2,2,Bus,"Car:
Express|Bus",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,45,5,50,60,50 - 60 minutes,46314,31,1,3,181
"Car:
Express",Walk,None,30,10,10,15,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,25,0,25,27,25 - 27 minutes,1316,31,2,1,182
"Car:
Express",Walk,None,7,5,15,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,30,0,30,36,30 - 36 minutes,40653,31,2,2,182
Walk,Bus,Walk,10,0,10,20,15,0,10,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,45,10,55,61,55 - 61 minutes,31161,31,2,3,182
Uber/Lyft,None,None,15,0,15,0,0,5,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,15,5,20,24,20 - 24 minutes,42658,31,3,1,183
Walk,Bus,Taxi,10,0,10,20,20,0,10,2,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,50,12,62,69,62 - 69 minutes,31345,31,3,2,183
"Car:
Express",Walk,None,20,5,20,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,35,0,35,42,35 - 42 minutes,40861,31,3,3,183
Car,Bus,None,12,10,30,10,0,0,10,0,0.2,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,40,10,50,60,50 - 60 minutes,49529,31,4,1,184
"Car:
Express",None,None,40,15,15,0,0,0,0,0,0.1,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,25,15,0,15,17,15 - 17 minutes,20083,31,4,2,184
Taxi,Bus,None,20,0,30,20,0,5,2,0,0.2,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,50,7,57,69,57 - 69 minutes,43445,31,4,3,184
Car,None,None,45,15,40,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,40,0,40,42,40 - 42 minutes,1179,31,5,1,185
Car,None,None,40,15,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,15,0,15,17,15 - 17 minutes,20082,31,5,2,185
"Car:
Express",Walk,None,15,5,20,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,35,0,35,42,35 - 42 minutes,40844,31,5,3,185
"Car:
Express",None,None,25,10,25,0,0,0,0,0,0.2,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,25,0,25,30,25 - 30 minutes,40084,31,6,1,186
"Car:
Express",Walk,None,15,5,25,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,35,0,35,39,35 - 39 minutes,20338,31,6,2,186
Car,None,None,20,5,40,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,40,0,40,44,40 - 44 minutes,20724,31,6,3,186
Walk,Bus,Bus,2,0,10,20,20,0,5,5,0.05,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,50,10,60,63,60 - 63 minutes,15612,32,1,1,187
Uber/Lyft,None,None,20,0,20,0,0,2,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20,20,2,22,27,22 - 27 minutes,39807,32,1,2,187
Bus,None,None,5,0,25,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,25,2,27,29,27 - 29 minutes,663,32,1,3,187
Walk,Bus,None,10,0,15,15,0,0,10,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,30,10,40,44,40 - 44 minutes,30073,32,2,1,188
Bus,Walk,Uber/Lyft,25,0,20,15,20,2,0,10,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25,55,12,67,81,67 - 81 minutes,56537,32,2,2,188
Uber/Lyft,Bus,Walk,10,0,30,20,15,10,10,0,0.1,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,65,20,85,94,85 - 94 minutes,33065,32,2,3,188
Bus,Walk,Taxi,30,0,20,10,10,10,0,5,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,40,15,55,66,55 - 66 minutes,54099,32,3,1,189
Bus,Walk,Taxi,25,0,30,10,20,10,0,2,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,60,12,72,87,72 - 87 minutes,45362,32,3,2,189
Uber/Lyft,Bus,None,25,0,25,10,0,10,2,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,25,35,12,47,57,47 - 57 minutes,44297,32,3,3,189
Bus,Walk,Taxi,30,0,25,15,20,2,0,10,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,60,12,72,76,72 - 76 minutes,17262,32,4,1,190
Uber/Lyft,None,None,25,0,15,0,0,5,0,0,0.05,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,15,5,20,21,20 - 21 minutes,3388,32,4,2,190
Taxi,Bus,Walk,30,0,30,20,15,2,10,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,65,12,77,81,77 - 81 minutes,11610,32,4,3,190
Car,Walk,None,12,10,10,10,0,0,0,0,0.2,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,20,0,20,24,20 - 24 minutes,39438,32,5,1,191
Car,None,None,12,10,15,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,15,0,15,16,15 - 16 minutes,363,32,5,2,191
Taxi,Walk,None,25,0,30,10,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,40,10,50,56,50 - 56 minutes,24731,32,5,3,191
Walk,Bus,Taxi,10,0,15,20,20,0,5,2,0.2,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,55,7,62,75,62 - 75 minutes,47354,32,6,1,192
Bus,Bus,None,5,0,30,15,0,2,10,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,45,12,57,69,57 - 69 minutes,49966,32,6,2,192
Car,None,None,20,10,10,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,0,10,12,10 - 12 minutes,39446,32,6,3,192
Bus,Taxi,None,25,0,25,20,0,10,5,0,0.05,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,45,15,60,63,60 - 63 minutes,9485,33,1,1,193
"Car:
Express",Walk,None,20,15,30,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,45,0,45,54,45 - 54 minutes,41241,33,1,2,193
"Car:
Express",Walk,None,35,10,10,10,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,20,0,20,24,20 - 24 minutes,39469,33,1,3,193
Car,None,None,30,15,30,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,30,0,30,32,30 - 32 minutes,1035,33,2,1,194
"Car:
Express",Walk,None,25,10,40,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,50,0,50,53,50 - 53 minutes,1124,33,2,2,194
Taxi,Bus,Walk,25,0,30,10,15,2,2,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,55,4,59,62,59 - 62 minutes,2709,33,2,3,194
Car,None,None,30,15,20,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,20,0,20,24,20 - 24 minutes,39921,33,3,1,195
Bus,None,None,10,0,10,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,10,2,12,15,12 - 15 minutes,39327,33,3,2,195
"Car:
Express",Walk,None,20,5,20,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,30,0,30,32,30 - 32 minutes,508,33,3,3,195
Bus,None,None,10,0,20,0,0,5,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,20,5,25,30,25 - 30 minutes,42720,33,4,1,196
Bus,Bus,Bus,2,0,20,15,10,5,10,10,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,45,25,70,84,70 - 84 minutes,58693,33,4,2,196
Uber/Lyft,Bus,Walk,20,0,15,20,10,2,10,0,0.1,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,45,12,57,63,57 - 63 minutes,30587,33,4,3,196
Taxi,Bus,None,20,0,30,20,0,2,5,0,0.05,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,50,7,57,60,57 - 60 minutes,7530,33,5,1,197
"Car:
Express",Walk,None,30,10,10,10,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,20,0,20,24,20 - 24 minutes,39463,33,5,2,197
Bus,None,None,10,0,20,0,0,5,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,20,5,25,28,25 - 28 minutes,23073,33,5,3,197
Car,None,None,40,10,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,15,0,15,17,15 - 17 minutes,20046,33,6,1,198
Bus,Walk,Uber/Lyft,30,0,10,15,10,5,0,2,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,35,7,42,47,42 - 47 minutes,23354,33,6,2,198
Walk,Bus,Bus,5,0,10,10,20,0,2,10,0.2,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,40,12,52,63,52 - 63 minutes,56365,33,6,3,198
Bus,Walk,Uber/Lyft,15,0,20,10,10,5,0,10,0.05,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,15,40,15,55,58,55 - 58 minutes,17360,34,1,1,199
Car,None,None,20,10,40,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,40,0,40,48,40 - 48 minutes,40407,34,1,2,199
Taxi,Bus,Walk,15,0,10,20,10,10,10,0,0.2,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,40,20,60,72,60 - 72 minutes,52308,34,1,3,199
Walk,Bus,Taxi,15,0,15,20,20,0,5,10,0.2,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,55,15,70,84,70 - 84 minutes,58017,34,2,1,200
Taxi,Bus,None,15,0,10,20,0,2,5,0,0.05,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,15,30,7,37,39,37 - 39 minutes,7171,34,2,2,200
Uber/Lyft,Bus,None,30,0,30,10,0,2,10,0,0.05,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,40,12,52,55,52 - 55 minutes,10229,34,2,3,200
